age,religion,community,income,gender,segment,scheme,link
57,christian,bc,700000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
32,muslim,bc,653000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
49,christian,mbc,1858000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
55,muslim,mbc,1862000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
42,muslim,bc,1819000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
38,muslim,bc,1197000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
30,muslim,bc,1532000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
55,muslim,bc,1646000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
53,muslim,mbc,614000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
47,others,mbc,1041000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
57,hindu,bc,1559000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,others,mbc,538000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
37,muslim,bc,1367000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
52,muslim,bc,697000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
30,muslim,mbc,1869000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
35,muslim,bc,1235000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
25,christian,mbc,1040000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
50,others,mbc,1503000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
34,hindu,bc,1745000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
28,hindu,bc,785000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
50,muslim,bc,1773000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
43,christian,bc,557000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
32,hindu,bc,1290000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
48,christian,mbc,649000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
49,muslim,mbc,1932000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
31,christian,mbc,665000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
43,hindu,mbc,1841000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
25,hindu,mbc,1701000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
53,hindu,bc,504000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
59,christian,bc,1208000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
46,christian,bc,709000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
32,hindu,mbc,612000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
35,hindu,mbc,506000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
40,others,bc,1274000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
34,muslim,bc,768000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
32,others,mbc,1747000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
38,others,mbc,1970000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
59,muslim,bc,1013000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
25,hindu,mbc,1706000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
29,hindu,mbc,664000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
26,christian,mbc,1945000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
25,christian,bc,549000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
47,hindu,mbc,928000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
40,muslim,bc,1687000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
34,others,bc,1381000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
34,muslim,bc,577000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
42,muslim,bc,905000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
54,muslim,mbc,1537000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
42,others,mbc,1237000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
43,hindu,bc,832000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,others,bc,989000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
31,christian,bc,1734000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
37,christian,mbc,1062000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
39,others,bc,679000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
45,muslim,mbc,1696000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
39,muslim,bc,1091000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
29,hindu,mbc,1430000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
42,others,mbc,1445000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
43,muslim,bc,590000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
34,christian,bc,1363000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
38,others,bc,879000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
53,muslim,bc,616000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
37,others,bc,1256000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
30,christian,mbc,1443000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
45,others,mbc,1761000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
56,muslim,bc,793000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
34,hindu,mbc,924000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
44,others,bc,901000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
36,others,mbc,1341000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
58,muslim,bc,812000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
50,christian,bc,586000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
37,muslim,bc,717000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,hindu,bc,845000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
51,christian,bc,669000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
60,christian,mbc,642000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
31,others,bc,664000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
48,muslim,bc,904000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
